school_name,classification,detail_url,extraction_timestamp,status,teaching_directorate,neighborhood,municipality,phone,email,ideb_score_final_years,idesp_score_final_years,ideb_score_high_school,idesp_score_high_school,total_students,age_06_10_final_years,age_11_14_final_years,age_15_17_final_years,age_18_plus_final_years,age_06_10_high_school,age_11_14_high_school,age_15_17_high_school,age_18_plus_high_school,total_classes,classes_final_years,classes_high_school,total_classrooms,error_message
ARCHITICLINO SANTOS PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=4066,2025-07-30T11:32:09.984456,SUCCESS,CENTRO OESTE,PARQUE CONTINENTAL,SAO PAULO,(11) 37685469,E004066A@EDUCACAO.SP.GOV.BR,4.80,3.04,,2.28,444,1,245,12,,,2,104,1,15,9,3,21,
ARCY MAJOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3748,2025-07-30T11:32:09.984456,SUCCESS,CENTRO SUL,VILA MARIANA,SAO PAULO,(11) 50822292,E003748A@EDUCACAO.SP.GOV.BR,6.10,4.26,5.50,3.83,292,2,247,7,,,,34,2,8,7,1,8,
ARGEO PINTO DIAS ENG,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=46059,2025-07-30T11:32:09.984456,SUCCESS,SUL 3,JARDIM SABIA,SAO PAULO,(11) 55265534,E046059A@EDUCACAO.SP.GOV.BR,4.80,3.28,4.00,2.77,1575,,956,62,,,3,494,60,45,29,16,17,
ARIOSTO RIBEIRO PERSICANO PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=903814,2025-07-30T11:32:09.984456,SUCCESS,MOGI MIRIM,PANTALEAO,AMPARO,(19) 38075181,E903814A@EDUCACAO.SP.GOV.BR,4.90,0.23,,2.31,166,2,78,5,,,1,36,3,12,4,3,5,
ARIOVALDO DA FONSECA PROF DR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=914368,2025-07-30T11:32:09.984456,SUCCESS,TAQUARITINGA,PAULO DE BIAZI,IBITINGA,(16) 33424157,E914368A@EDUCACAO.SP.GOV.BR,5.70,2.64,,1.77,225,8,181,8,,,,27,1,10,8,2,11,
ARIOVALDO PUPO AMORIM PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37291,2025-07-30T11:32:09.984456,SUCCESS,MAUA,PARQUE DAS AMERICAS,MAUA,(11) 45411101,E037291A@EDUCACAO.SP.GOV.BR,4.90,3.33,,,610,10,264,23,,,12,61,,19,9,2,11,
ARISTEU VASCONCELLOS LEITE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16718,2025-07-30T11:32:09.984456,SUCCESS,BOTUCATU,CENTRO,CESARIO LANGE,(15) 32461233,E016718A@EDUCACAO.SP.GOV.BR,,,3.90,2.24,602,,,,,,24,519,33,19,,18,10,
ARISTIDES AUGUSTO FERNANDES DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=7778,2025-07-30T11:32:09.984456,SUCCESS,MAUA,JARDIM MAUA,MAUA,(11) 45766015,E007778A@EDUCACAO.SP.GOV.BR,,,,,761,,,,,,,,,25,,,14,
ARISTIDES DE CASTRO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3918,2025-07-30T11:32:09.985456,SUCCESS,CENTRO OESTE,ITAIM BIBI,SAO PAULO,(11) 30713411,E003918A@EDUCACAO.SP.GOV.BR,6.20,3.85,,,303,,294,9,,,,,,9,9,,12,
ARISTIDES GREVE PADRE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=8667,2025-07-30T11:32:09.985456,SUCCESS,SANTO ANDRE,VILA CAMILOPOLIS,SANTO ANDRE,(11) 49979601,E008667A@EDUCACAO.SP.GOV.BR,4.90,3.46,,2.23,865,8,430,16,,,10,321,20,28,16,10,26,
ARISTIDES GURJAO PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=20655,2025-07-30T11:32:09.985456,SUCCESS,MOGI MIRIM,MARTIM FRANCISCO,MOGI MIRIM,(19) 38051155,E020655A@EDUCACAO.SP.GOV.BR,5.60,3.63,,1.66,344,4,194,11,,,6,114,15,15,8,7,8,
ARISTIDES PEREIRA FILHO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=906116,2025-07-30T11:32:09.985456,SUCCESS,JOSE BONIFACIO,JARDIM CARLOS CASSETARI,JOSE BONIFACIO,(17) 32452807,E906116A@EDUCACAO.SP.GOV.BR,5.60,3.02,3.70,1.94,707,8,256,10,,,3,191,11,22,8,6,11,
ARISTIDES RODRIGUES SIMOES,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=34678,2025-07-30T11:32:09.985456,SUCCESS,TUPA,CENTRO,HERCULANDIA,(14) 34861240,E034678A@EDUCACAO.SP.GOV.BR,4.70,2.31,3.00,0.99,474,9,316,18,,,6,72,5,18,12,4,13,
ARISTON DE OLIVEIRA PROFESSOR TENENTE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=48720,2025-07-30T11:32:09.985456,SUCCESS,SUL 2,JARDIM DAS ROSAS ZONA SUL,SAO PAULO,(11) 58217555,E048720A@EDUCACAO.SP.GOV.BR,4.40,2.79,3.40,1.93,890,,487,30,,,,300,41,29,17,10,26,
ARISTOTELES DE ANDRADE PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=6798,2025-07-30T11:32:09.985788,SUCCESS,MOGI DAS CRUZES,VILA ANDRADE,MOGI DAS CRUZES,(11) 47619166,E006798A@EDUCACAO.SP.GOV.BR,5.60,3.29,4.40,2.58,222,,150,7,,,1,63,1,9,6,3,8,
ARLETE TEREZINHA PIZAO PROFA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=37734,2025-07-30T11:32:09.985788,SUCCESS,NORTE 2,IMIRIM,SAO PAULO,(11) 22391888,E037734A@EDUCACAO.SP.GOV.BR,,,,,716,,,,,,,,,28,,,15,
ARLINDA PESSOA MORBECK,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=29973,2025-07-30T11:32:09.985788,SUCCESS,ARACATUBA,CENTRO,VALPARAISO,(18) 34011645,E029973A@EDUCACAO.SP.GOV.BR,4.50,2.23,4.30,1.73,670,,324,22,,,,183,6,22,12,6,15,
ARLINDO AQUINO DE OLIVEIRA DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=6804,2025-07-30T11:32:09.985788,SUCCESS,MOGI DAS CRUZES,TAIACUPEBA,MOGI DAS CRUZES,(11) 47922611,E006804A@EDUCACAO.SP.GOV.BR,5.20,,,,166,,121,5,,,,37,3,7,4,3,7,
ARLINDO BETIO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=7511,2025-07-30T11:32:09.985788,SUCCESS,DIADEMA,CASA GRANDE,DIADEMA,(11) 40666163,E007511A@EDUCACAO.SP.GOV.BR,,,,,445,,,,,,,,,16,,,10,
ARLINDO BITTENCOURT PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=24557,2025-07-30T11:32:09.985788,SUCCESS,SAO CARLOS,VILA MONTEIRO  GLEBA 1,SAO CARLOS,(16) 33683444,E024557A@EDUCACAO.SP.GOV.BR,5.20,3.39,4.40,1.45,917,3,389,36,,,5,351,30,30,13,12,17,
ARLINDO FANTINI PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=44684,2025-07-30T11:32:09.985788,SUCCESS,PRESIDENTE PRUDENTE,JARDIM ELDORADO,PRESIDENTE PRUDENTE,(18) 32210175,E044684A@EDUCACAO.SP.GOV.BR,5.20,2.32,4.10,1.80,389,2,285,20,,,3,73,6,13,9,4,13,
ARLINDO FAVARO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901246,2025-07-30T11:32:09.985788,SUCCESS,PIRASSUNUNGA,JARDIM EROISI,LEME,(19) 35545565,E901246A@EDUCACAO.SP.GOV.BR,5.40,3.79,4.70,2.08,499,,354,7,,,,83,6,17,11,4,18,
ARLINDO PINTO DA SILVA PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=40332,2025-07-30T11:32:09.985788,SUCCESS,LESTE 2,JARDIM LAJEADO,SAO PAULO,(11) 20525244,E040332A@EDUCACAO.SP.GOV.BR,,2.09,,1.62,499,,,,,,,,,16,,,16,
ARLINDO SILVESTRE PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=48461,2025-07-30T11:32:09.985788,SUCCESS,LIMEIRA,PARQUE NOSSA SENHORA DAS DORES,LIMEIRA,(19) 34413897,E048461A@EDUCACAO.SP.GOV.BR,6.60,4.18,5.40,4.15,350,,229,10,,,,49,3,11,7,2,12,
ARLINDO VIEIRA PADRE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=15118,2025-07-30T11:32:09.985788,SUCCESS,ITAPEVA,CENTRO,CAPAO BONITO,(15) 35421018,E015118A@EDUCACAO.SP.GOV.BR,,,5.20,2.78,286,,,,,,2,199,7,11,,8,11,
ARMANDO ARAUJO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1512,2025-07-30T11:32:09.985788,SUCCESS,CENTRO SUL,MOOCA,SAO PAULO,(11) 26054820,E001512A@EDUCACAO.SP.GOV.BR,5.70,3.03,,,597,1,281,17,,,,,,17,8,,17,
ARMANDO BELLEGARD PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=11605,2025-07-30T11:32:09.985788,SUCCESS,SANTOS,CENTRO,BERTIOGA,(13) 33171430,E011605A@EDUCACAO.SP.GOV.BR,5.10,3.33,,2.32,977,2,592,40,,,2,314,27,30,20,10,13,
ARMANDO D OLIVEIRA COBRA,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13730,2025-07-30T11:32:09.985788,SUCCESS,SAO JOSE DOS CAMPOS,CENTRO  DISTRITO DE SAO FRANCISCO XAVIER,SAO JOSE DOS CAMPOS,(12) 39261154,E013730A@EDUCACAO.SP.GOV.BR,,,4.40,2.41,152,,,,,,1,137,14,6,,6,8,
ARMANDO DE SALLES OLIVEIRA DR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=14874,2025-07-30T11:32:09.985788,SUCCESS,BOTUCATU,JARDIM PEABIRU,BOTUCATU,(14) 38148171,E014874A@EDUCACAO.SP.GOV.BR,4.40,3.28,3.90,1.98,384,10,234,15,,,2,105,6,14,8,5,12,
ARMANDO DE SALLES OLIVEIRA GOVERNADOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=35282,2025-07-30T11:32:09.985788,SUCCESS,REGISTRO,VOTUPOCA,SETE BARRAS,(13) 38724424,E035282A@EDUCACAO.SP.GOV.BR,4.80,0.17,,,53,5,46,2,,,,,,4,4,,6,
ARMANDO DIAS,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47259,2025-07-30T11:32:09.985788,SUCCESS,JUNDIAI,JARDIM PAULISTA,VARZEA PAULISTA,(11) 46061047,E047259A@EDUCACAO.SP.GOV.BR,4.90,2.31,3.80,1.01,1219,1,657,42,,,1,487,31,33,20,13,12,
ARMANDO FALCONE PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=919317,2025-07-30T11:32:09.986811,SUCCESS,LIMEIRA,JARDIM SACILOTTO I,ARTUR NOGUEIRA,(19) 38274373,E919317A@EDUCACAO.SP.GOV.BR,5.40,3.13,4.00,2.18,599,9,260,16,,,17,278,19,19,10,9,10,
ARMANDO GABAN PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=40800,2025-07-30T11:32:09.986811,SUCCESS,OSASCO,CONCEICAO,OSASCO,(11) 36092466,E040800A@EDUCACAO.SP.GOV.BR,4.30,2.70,3.50,1.27,1331,2,719,71,,,,496,43,39,24,15,15,
ARMANDO GOMES DE ARAUJO PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=2926,2025-07-30T11:32:09.986811,SUCCESS,LESTE 2,VILA SIMONE,SAO PAULO,(11) 25614727,E002926A@EDUCACAO.SP.GOV.BR,5.10,3.39,,2.24,956,,314,21,,,8,442,23,32,13,15,15,
ARMANDO GONCALVES PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=34873,2025-07-30T11:32:09.986811,SUCCESS,MIRACATU,CENTRO,MIRACATU,(13) 38471140,E034873A@EDUCACAO.SP.GOV.BR,5.30,3.04,4.70,1.74,455,10,244,13,,,12,115,2,16,9,5,17,
ARMANDO RIZZO PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16755,2025-07-30T11:32:09.986811,SUCCESS,VOTORANTIM,JARDIM ARAUJO,VOTORANTIM,(15) 32431503,E016755A@EDUCACAO.SP.GOV.BR,5.40,3.47,4.10,2.14,754,13,295,15,,,7,368,14,24,10,13,17,
ARMANDO SESTINI,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=908381,2025-07-30T11:32:09.986811,SUCCESS,CAIEIRAS,SERPA,CAIEIRAS,(11) 44422730,E908381A@EDUCACAO.SP.GOV.BR,5.60,3.73,4.80,3.06,632,12,401,8,,,9,161,2,19,12,6,12,
ARMANDO VICTORIO BEI,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=12324,2025-07-30T11:32:09.986811,SUCCESS,SAO VICENTE,PARQUE SAO VICENTE,SAO VICENTE,(13) 34647492,E012324A@EDUCACAO.SP.GOV.BR,4.80,2.52,3.60,1.50,885,5,333,23,,,,423,76,25,10,14,16,
ARMANI PADRE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=20254,2025-07-30T11:32:09.986811,SUCCESS,MOGI MIRIM,CENTRO,MOGI GUACU,(19) 38183423,E020254A@EDUCACAO.SP.GOV.BR,,,5.20,3.55,286,,,,,,21,256,9,8,,8,9,
ARMEL MIRANDA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=29543,2025-07-30T11:32:09.986811,SUCCESS,ANDRADINA,CENTRO,CASTILHO,(18) 37411140,E029543A@EDUCACAO.SP.GOV.BR,5.10,3.08,4.10,1.83,1031,15,484,17,,,21,336,15,33,17,12,19,
ARMELINDO FERRARI,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=43023,2025-07-30T11:32:09.986811,SUCCESS,FERNANDOPOLIS,COESTER,FERNANDOPOLIS,(17) 34421798,E043023A@EDUCACAO.SP.GOV.BR,5.40,3.09,4.70,1.00,237,8,152,8,,,3,59,7,10,7,3,16,
ARMINDA SBRISSIA IRMA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=42936,2025-07-30T11:32:09.986811,SUCCESS,BAURU,JARDIM NOVA ESPERANCA,BAURU,(14) 32186767,E042936A@EDUCACAO.SP.GOV.BR,4.60,1.98,3.80,1.83,638,16,375,15,,,12,214,6,22,12,10,12,
ARNALDO BARRETO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1302,2025-07-30T11:32:09.986811,SUCCESS,NORTE 2,TREMEMBE,SAO PAULO,(11) 22043230,E001302A@EDUCACAO.SP.GOV.BR,4.70,3.80,,2.16,543,,169,14,,,2,243,19,18,7,7,11,
ARNALDO LAURINDO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=46346,2025-07-30T11:32:09.986811,SUCCESS,SUL 2,PARQUE SANTO ANTONIO,SAO PAULO,(11) 55146435,E046346A@EDUCACAO.SP.GOV.BR,4.60,2.42,3.70,1.46,923,,233,13,,,2,375,34,32,8,13,16,
ARNO HAUSSER,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=30740,2025-07-30T11:32:09.986811,SUCCESS,ANDRADINA,ZONA NORTE,ILHA SOLTEIRA,(18) 37422722,E030740A@EDUCACAO.SP.GOV.BR,4.90,2.45,4.40,1.77,439,9,281,22,1,,3,117,6,15,11,4,17,
ARNOLFO AZEVEDO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=13109,2025-07-30T11:32:09.986811,SUCCESS,GUARATINGUETA,CIDADE INDUSTRIAL,LORENA,(12) 31532021,E013109A@EDUCACAO.SP.GOV.BR,5.20,3.13,4.50,1.53,834,7,372,25,,,20,320,19,25,12,11,23,
AROLDO AZEVEDO PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=901507,2025-07-30T11:32:09.986811,SUCCESS,GUARATINGUETA,VILA NUNES,LORENA,(12) 31531115,E901507A@EDUCACAO.SP.GOV.BR,4.50,1.62,4.60,1.71,271,3,176,12,,,1,75,4,11,8,3,9,
AROLDO DE AZEVEDO PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=1752,2025-07-30T11:32:09.986811,SUCCESS,LESTE 4,JARDIM PLANALTO,SAO PAULO,(11) 27031852,E001752A@EDUCACAO.SP.GOV.BR,4.80,2.77,3.60,2.19,2086,,540,49,,,2,784,83,56,18,21,31,
AROLDO DONIZETTI LEITE,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=496479,2025-07-30T11:32:09.986811,SUCCESS,PIRACICABA,JARDIM BOTANICO,SAO PEDRO,(19) 34813567,E496479A@EDUCACAO.SP.GOV.BR,,,5.10,2.27,184,,,,,,4,141,4,5,,4,6,
ARQUIMINIO MARQUES DA SILVA PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16408,2025-07-30T11:32:09.987806,SUCCESS,SOROCABA,JARDIM PAULISTANO,SOROCABA,(15) 32319078,E016408A@EDUCACAO.SP.GOV.BR,6.90,4.81,,,384,,216,7,,,,,,11,6,,13,
ARRECIERES NATALI,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=919767,2025-07-30T11:32:09.987806,SUCCESS,TAUBATE,RESIDENCIAL ALDEIAS DA SERRA,CACAPAVA,(12) 36526281,E919767A@EDUCACAO.SP.GOV.BR,5.30,2.49,4.80,,448,12,301,13,,,7,86,2,15,10,4,17,
ARTHUR CHAGAS JUNIOR PROF,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=902809,2025-07-30T11:32:09.987806,SUCCESS,LESTE 4,CONJUNTO HABITACIONAL TEOTONIO VILELA,SAO PAULO,(11) 27043381,E902809A@EDUCACAO.SP.GOV.BR,4.20,2.62,3.20,1.39,1066,,291,16,,,,310,54,34,10,10,18,
ARTHUR CYRILLO FREIRE DOUTOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16251,2025-07-30T11:32:09.987806,SUCCESS,SOROCABA,VILA JARDINI,SOROCABA,(15) 32213658,E016251A@EDUCACAO.SP.GOV.BR,5.40,3.41,4.70,2.25,547,,179,8,,,7,275,8,19,6,9,11,
ARTHUR DA SILVA BERNARDES PRESIDENTE,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16664,2025-07-30T11:32:09.987806,SUCCESS,ITU,CENTRO,CERQUILHO,(15) 32841030,E016664A@EDUCACAO.SP.GOV.BR,,,4.10,2.18,450,,,,,,17,316,12,14,,11,10,
ARTHUR DE CAMPOS GONCALVES PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=42110,2025-07-30T11:32:09.987806,SUCCESS,SANTOS,JARDIM BOA ESPERANCA VICENTE DE CARVALHO,GUARUJA,(13) 33413116,E042110A@EDUCACAO.SP.GOV.BR,,,,,534,,,,,,,,,18,,,10,
ARTHUR FRANCISCO ANDRIGHETTI,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=29269,2025-07-30T11:32:09.987806,SUCCESS,VOTUPORANGA,CENTRO,CARDOSO,(17) 34666108,E029269A@EDUCACAO.SP.GOV.BR,,,,,105,,47,3,,,,,,9,4,,9,
ARTHUR GUIMARAES,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=3487,2025-07-30T11:32:09.987806,SUCCESS,CENTRO,VILA BUARQUE,SAO PAULO,(11) 33315338,E003487A@EDUCACAO.SP.GOV.BR,,,,,,,,,,,,,,,,,10,
ARTHUR GUIMARAES CL HOSP PAV FERNANDINHO STA CASA,CLASSE HOSPITALAR,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=300688,2025-07-30T11:32:09.987806,SUCCESS,CENTRO,VILA BUARQUE,SAO PAULO,(11) 33315338,,,,,,,,,,,,,,,,,,1,
ARTHUR LEITE CARRIJO PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=909257,2025-07-30T11:32:09.987806,SUCCESS,ARACATUBA,JARDIM UMUARAMA,ARACATUBA,(18) 36227902,E909257A@EDUCACAO.SP.GOV.BR,5.90,3.03,4.10,1.73,595,1,252,16,,,4,308,14,17,8,9,13,
ARTHUR MARRET PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=6300,2025-07-30T11:32:09.987806,SUCCESS,GUARULHOS NORTE,VILA NOVA BONSUCESSO,GUARULHOS,(11) 24361631,E006300A@EDUCACAO.SP.GOV.BR,,,,,712,2,453,,,,,,,20,12,,10,
ARTHUR PIRES CORONEL,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=24223,2025-07-30T11:32:09.987806,SUCCESS,RIBEIRAO PRETO,JARDIM ALVORADA,LUIS ANTONIO,(16) 39831123,E024223A@EDUCACAO.SP.GOV.BR,,,4.20,2.14,421,,,,,,6,347,31,15,,12,7,
ARTHUR RIBEIRO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=32177,2025-07-30T11:32:09.987806,SUCCESS,MIRANTE DO PARANAPANEMA,VILA FURLAN,TEODORO SAMPAIO,(18) 32821340,E032177A@EDUCACAO.SP.GOV.BR,5.20,2.70,3.60,1.54,786,1,378,21,,,,233,8,26,13,8,16,
ARTHUR RICCI MONSENHOR DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=910521,2025-07-30T11:32:09.987806,SUCCESS,JUNDIAI,JARDIM BURITI,ITUPEVA,(11) 45912248,E910521A@EDUCACAO.SP.GOV.BR,5.10,3.30,4.70,2.36,901,13,504,14,,,10,347,13,28,16,12,16,
ARTHUR WEINGRILL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=41075,2025-07-30T11:32:09.987806,SUCCESS,CAIEIRAS,BARREIRO,MAIRIPORA,(11) 46043060,E041075A@EDUCACAO.SP.GOV.BR,6.20,4.22,,,355,13,341,1,,,,,,10,10,,10,
ARTHUR WOLFF NETTO PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=38180,2025-07-30T11:32:09.987806,SUCCESS,SUL 1,VILA FACHINI,SAO PAULO,(11) 26588501,E038180A@EDUCACAO.SP.GOV.BR,,,,,499,,,,,,,,,17,,,19,
ARTUR BELEM JUNIOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=23097,2025-07-30T11:32:09.987806,SUCCESS,FRANCA,CENTRO,PEDREGULHO,(16) 31711133,E023097A@EDUCACAO.SP.GOV.BR,5.00,3.14,,,423,,396,27,,,,,,13,13,,9,
ARTUR HORSTHUIS DOM,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=27224,2025-07-30T11:32:09.987806,SUCCESS,JALES,CENTRO,JALES,(17) 36321624,E027224A@EDUCACAO.SP.GOV.BR,6.40,5.43,5.20,3.93,511,9,289,2,,,4,201,6,15,8,7,18,
ARTUR SEGURADO,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=18348,2025-07-30T11:32:09.987806,SUCCESS,CAMPINAS LESTE,JARDIM CHAPADAO,CAMPINAS,(19) 32418169,E018348A@EDUCACAO.SP.GOV.BR,,,,,439,,,,,,,,,17,,,11,
ARY BARROSO,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=310,2025-07-30T11:32:09.988805,SUCCESS,CENTRO,PARQUE PERUCHE,SAO PAULO,(11) 38572910,E000310A@EDUCACAO.SP.GOV.BR,,,,,420,,,,,,,,,15,,,16,
ARY BOCUHY PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=924611,2025-07-30T11:32:09.988805,SUCCESS,ARACATUBA,CONJUNTO HABITACIONAL IVO TOZZI,ARACATUBA,(18) 36084708,E924611A@EDUCACAO.SP.GOV.BR,5.20,3.49,3.90,2.35,469,1,339,17,,,1,106,5,16,11,5,17,
ARY BOUZAN PROFESSOR,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=36675,2025-07-30T11:32:09.988805,SUCCESS,CARAPICUIBA,VILA SANTO ANTONIO,COTIA,(11) 46174306,E036675A@EDUCACAO.SP.GOV.BR,5.00,2.86,5.20,2.38,638,14,376,17,,,5,152,9,19,11,6,13,
ARY CORREA DOUTOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=900916,2025-07-30T11:32:09.988805,SUCCESS,OURINHOS,JARDIM EUROPA,OURINHOS,(14) 33262921,E900916A@EDUCACAO.SP.GOV.BR,5.40,2.58,4.00,1.77,698,5,224,5,,,19,397,24,22,8,13,9,
ARY DE ALMEIDA SINISGALLI PROF,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=16676,2025-07-30T11:32:09.988805,SUCCESS,ITAPETININGA,VILA ESPERANCA,TATUI,(15) 32052736,E016676A@EDUCACAO.SP.GOV.BR,4.80,1.98,3.90,0.90,575,6,267,20,,,15,162,6,21,10,7,12,
ARY DE OLIVEIRA GARCIA PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=47818,2025-07-30T11:32:09.988805,SUCCESS,SANTOS,VILA NOVA,CUBATAO,(13) 33611571,E047818A@EDUCACAO.SP.GOV.BR,,,4.80,2.05,693,,,,,,3,622,68,21,,21,12,
ARY FONSECA,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=900977,2025-07-30T11:32:09.988805,SUCCESS,TUPA,JARDIM SAO MATHEUS,RINOPOLIS,(18) 35831360,E900977A@EDUCACAO.SP.GOV.BR,,,,,75,,,,,,,,,4,,,4,
ARY GOMES CORONEL,PEI,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=6048,2025-07-30T11:32:09.988805,SUCCESS,GUARULHOS SUL,VILA SAO RAFAEL,GUARULHOS,(11) 24215636,E006048A@EDUCACAO.SP.GOV.BR,4.30,2.47,3.60,2.18,357,1,212,14,,,3,93,6,13,8,4,27,
ARY JORGE ZEITUNE PROFESSOR,EE,https://transparencia.educacao.sp.gov.br/Home/DetalhesEscola?codesc=41932,2025-07-30T11:32:09.988805,SUCCESS,GUARULHOS NORTE,JARDIM DO TRIUNFO,GUARULHOS,(11) 24360457,E041932A@EDUCACAO.SP.GOV.BR,,3.21,,1.36,1258,1,725,25,,,4,471,32,35,20,15,12,
